11,26,19,20,20.1,6.5,80
11,26,19,30,20.1,6.5,79
11,26,19,40,20.1,6.5,79
11,26,19,50,20.1,6.5,79
11,26,20,00,20.1,6.5,79
11,26,20,10,20.1,6.5,79
11,26,20,20,-1,-1,-1
11,26,20,30,-1,-1,-1
11,26,20,40,20.1,6.5,80
11,26,20,50,20.1,6.5,80
11,26,21,00,20.3,6.5,79
11,26,21,10,20.3,6.5,79
11,26,21,20,20.3,6.5,79
11,26,21,30,20.3,6.5,79
11,26,21,40,20.5,6.5,78
11,26,21,50,20.5,6.5,78
11,26,22,00,20.4,6.5,79
11,26,22,10,20.4,6.5,79
11,26,22,20,20.4,6.5,79
11,26,22,30,20.3,6.5,80
11,26,22,40,20.4,6.5,79
11,26,22,50,20.5,6.5,78
11,26,23,00,20.4,6.5,79
11,26,23,10,20.3,6.5,80
11,26,23,20,20.3,6.5,81
11,26,23,30,20.1,6.5,82
11,26,23,40,20.1,6.5,82
11,26,23,50,20.2,6.5,82
11,27,00,00,-1,-1,-1
11,27,00,10,20.1,0.0,82
11,27,00,20,20.0,0.0,84
11,27,00,30,19.8,0.0,85
11,27,00,40,19.7,0.0,87
11,27,00,50,19.5,0.0,88
11,27,01,00,19.4,0.0,89
11,27,01,10,19.4,0.0,90
11,27,01,20,19.4,0.0,90
11,27,01,30,19.4,0.0,91
11,27,01,40,19.3,0.0,92
11,27,01,50,19.3,0.0,92
11,27,02,00,19.3,0.0,91
11,27,02,10,19.3,0.0,91
11,27,02,20,19.4,0.0,90
11,27,02,30,19.4,0.0,90
11,27,02,40,19.5,0.0,89
11,27,02,50,19.4,0.0,89
11,27,03,00,19.4,0.0,89
11,27,03,10,19.4,0.0,89
11,27,03,20,19.4,0.0,89
11,27,03,30,19.4,0.0,89
11,27,03,40,19.4,0.0,89
11,27,03,50,19.4,0.0,88
11,27,04,00,19.3,0.0,89
11,27,04,10,19.3,0.0,89
11,27,04,20,19.4,0.0,88
11,27,04,30,19.6,0.0,85
11,27,04,40,19.8,0.0,83
11,27,04,50,19.9,0.0,83
11,27,05,00,19.8,0.0,83
11,27,05,10,19.9,0.0,83
11,27,05,20,19.7,0.0,84
11,27,05,30,19.9,0.0,83
11,27,05,40,19.9,0.0,82
11,27,05,50,19.7,0.0,83
11,27,06,00,19.9,0.0,82
11,27,06,10,20.0,0.0,82
11,27,06,20,20.2,0.0,81
11,27,06,30,20.3,0.0,81
11,27,06,40,20.2,0.0,81
11,27,06,50,20.1,0.0,82
11,27,07,00,20.1,0.0,82
11,27,07,10,20.3,0.0,80
11,27,07,20,20.6,0.0,80
11,27,07,30,20.8,0.0,77
11,27,07,40,21.0,0.0,77
11,27,07,50,21.3,0.0,76
11,27,08,00,21.1,0.0,77
11,27,08,10,21.2,0.0,77
11,27,08,20,21.4,0.0,77
11,27,08,30,21.5,0.0,76
11,27,08,40,21.7,0.0,76
11,27,08,50,21.8,0.0,76
11,27,09,00,22.0,0.0,76
11,27,09,10,22.4,0.0,72
11,27,09,20,22.6,0.0,72
11,27,09,30,22.5,0.0,72
11,27,09,40,22.7,0.0,71
11,27,09,50,22.7,0.0,71
11,27,10,00,23.4,0.0,69
11,27,10,10,23.0,0.0,70
11,27,10,20,23.3,0.0,70
11,27,10,30,23.0,0.0,70
11,27,10,40,22.8,0.0,69
11,27,10,50,22.8,0.0,70
11,27,11,00,23.0,0.0,69
11,27,11,10,23.4,0.0,68
11,27,11,20,23.6,0.0,65
11,27,11,30,23.5,0.0,66
11,27,11,40,23.9,0.0,64
11,27,11,50,23.7,0.0,64
11,27,12,00,24.5,0.0,63
11,27,12,10,23.9,0.0,64
11,27,12,20,23.9,0.0,65
11,27,12,30,24.0,0.0,65
11,27,12,40,23.8,0.0,62
11,27,12,50,23.9,0.0,62
11,27,13,00,24.0,0.0,61
11,27,13,10,23.9,0.0,61
11,27,13,20,24.1,0.0,64
11,27,13,30,23.5,0.0,61
11,27,13,40,23.4,0.0,62
11,27,13,50,23.5,0.0,61
11,27,14,00,23.5,0.0,62
11,27,14,10,23.5,0.0,61
11,27,14,20,23.3,0.0,61
11,27,14,30,23.2,0.0,61
11,27,14,40,23.2,0.0,61
11,27,14,50,23.1,0.0,62
11,27,15,00,23.1,0.0,62
11,27,15,10,23.1,0.0,62
11,27,15,20,23.0,0.0,62
11,27,15,30,23.1,0.0,63
11,27,15,40,23.0,0.0,64
11,27,15,50,22.8,0.0,65
11,27,16,00,22.8,0.0,65
11,27,16,10,22.8,0.0,65
11,27,16,20,22.6,0.0,67
11,27,16,30,22.4,0.0,67
11,27,16,40,22.1,0.0,68
11,27,16,50,22.1,0.0,69
11,27,17,00,21.8,0.0,72
11,27,17,10,21.4,0.0,75
11,27,17,20,21.2,0.0,76
11,27,17,30,21.0,0.0,77
11,27,17,40,20.8,0.0,78
11,27,17,50,20.6,0.0,78
11,27,18,00,20.5,0.0,79
11,27,18,10,20.4,0.0,79
11,27,18,20,20.4,0.0,79
11,27,18,30,20.5,0.0,78
11,27,18,40,20.4,0.0,79
11,27,18,50,20.5,0.0,79
11,27,19,00,20.5,0.0,79
11,27,19,10,20.5,0.0,79
11,27,19,20,20.5,0.0,79
11,27,19,30,20.6,0.0,78
11,27,19,40,20.6,0.0,78
11,27,19,50,20.6,0.0,78
