ID, month, day, weekday, accumulated minutes, Sun, Mon, Tue, Wed, Thu, Fri, Sat, capacity, bike amount
1701100860,11,28,1,1,0,1,0,0,0,0,0,12,1
1701100920,11,28,1,2,0,1,0,0,0,0,0,12,1
1701100980,11,28,1,3,0,1,0,0,0,0,0,12,1
1701101040,11,28,1,4,0,1,0,0,0,0,0,12,1
1701101100,11,28,1,5,0,1,0,0,0,0,0,12,1
1701101160,11,28,1,6,0,1,0,0,0,0,0,12,1
1701101220,11,28,1,7,0,1,0,0,0,0,0,12,1
1701101280,11,28,1,8,0,1,0,0,0,0,0,12,1
1701101340,11,28,1,9,0,1,0,0,0,0,0,12,1
1701101460,11,28,1,11,0,1,0,0,0,0,0,12,1
1701101520,11,28,1,12,0,1,0,0,0,0,0,12,1
1701101580,11,28,1,13,0,1,0,0,0,0,0,12,1
1701101640,11,28,1,14,0,1,0,0,0,0,0,12,1
1701101700,11,28,1,15,0,1,0,0,0,0,0,12,1
1701101760,11,28,1,16,0,1,0,0,0,0,0,12,1
1701101820,11,28,1,17,0,1,0,0,0,0,0,12,1
1701101880,11,28,1,18,0,1,0,0,0,0,0,12,1
1701101940,11,28,1,19,0,1,0,0,0,0,0,12,1
1701102060,11,28,1,21,0,1,0,0,0,0,0,12,1
1701102120,11,28,1,22,0,1,0,0,0,0,0,12,1
1701102180,11,28,1,23,0,1,0,0,0,0,0,12,1
1701102240,11,28,1,24,0,1,0,0,0,0,0,12,1
1701102300,11,28,1,25,0,1,0,0,0,0,0,12,1
1701102360,11,28,1,26,0,1,0,0,0,0,0,12,1
1701102420,11,28,1,27,0,1,0,0,0,0,0,12,1
1701102480,11,28,1,28,0,1,0,0,0,0,0,12,1
1701102540,11,28,1,29,0,1,0,0,0,0,0,12,1
1701102600,11,28,1,30,0,1,0,0,0,0,0,12,1
1701102660,11,28,1,31,0,1,0,0,0,0,0,12,1
1701102720,11,28,1,32,0,1,0,0,0,0,0,12,1
1701102780,11,28,1,33,0,1,0,0,0,0,0,12,1
1701102840,11,28,1,34,0,1,0,0,0,0,0,12,1
1701102900,11,28,1,35,0,1,0,0,0,0,0,12,1
1701102960,11,28,1,36,0,1,0,0,0,0,0,12,1
1701103020,11,28,1,37,0,1,0,0,0,0,0,12,1
1701103080,11,28,1,38,0,1,0,0,0,0,0,12,1
1701103140,11,28,1,39,0,1,0,0,0,0,0,12,1
