id,sbi
20231021_500101001_00:00,12.7213061
20231021_500101001_00:20,10.733847649999998
20231021_500101001_00:40,5.6198832
20231021_500101001_01:00,4.158542949999999
20231021_500101001_01:20,3.9268249500000003
20231021_500101001_01:40,4.2426724
20231021_500101001_02:00,4.280125550000001
20231021_500101001_02:20,4.958042350000001
20231021_500101001_02:40,7.256047099999999
20231021_500101001_03:00,9.68063475
20231021_500101001_03:20,11.781023649999998
20231021_500101001_03:40,12.835926949999998
20231021_500101001_04:00,13.732064600000005
20231021_500101001_04:20,15.649722950000003
20231021_500101001_04:40,16.42727265
20231021_500101001_05:00,17.331618350000007
20231021_500101001_05:20,17.96085745
20231021_500101001_05:40,19.295895599999998
20231021_500101001_06:00,21.378230549999998
20231021_500101001_06:20,21.452196650000005
20231021_500101001_06:40,19.9629623
20231021_500101001_07:00,16.21826845
20231021_500101001_07:20,10.56217165
20231021_500101001_07:40,6.2717852999999995
20231021_500101001_08:00,4.4842028
20231021_500101001_08:20,3.6499046
20231021_500101001_08:40,3.6162343
20231021_500101001_09:00,2.3891222500000007
20231021_500101001_09:20,1.1776140000000002
20231021_500101001_09:40,1.5134470500000001
20231021_500101001_10:00,1.58418955
20231021_500101001_10:20,1.71555635
20231021_500101001_10:40,1.5747027
20231021_500101001_11:00,2.9271336
20231021_500101001_11:20,4.058588199999999
20231021_500101001_11:40,4.33037095
20231021_500101001_12:00,6.69687545
20231021_500101001_12:20,8.2129302
20231021_500101001_12:40,8.425715299999998
20231021_500101001_13:00,7.9708066
20231021_500101001_13:20,7.0663911
20231021_500101001_13:40,5.787575949999998
20231021_500101001_14:00,4.09391145
20231021_500101001_14:20,3.0469865500000006
20231021_500101001_14:40,3.1328639000000003
20231021_500101001_15:00,2.7544891
20231021_500101001_15:20,2.9470685
20231021_500101001_15:40,3.565860049999999
20231021_500101001_16:00,4.241834600000001
20231021_500101001_16:20,4.6554937
20231021_500101001_16:40,4.86320775
20231021_500101001_17:00,7.28641955
20231021_500101001_17:20,10.369996
20231021_500101001_17:40,12.147798250000003
20231021_500101001_18:00,10.711754549999998
20231021_500101001_18:20,7.308878900000001
20231021_500101001_18:40,5.3736951
20231021_500101001_19:00,4.8339213
20231021_500101001_19:20,5.159972900000001
20231021_500101001_19:40,5.383290000000001
20231021_500101001_20:00,5.06547525
20231021_500101001_20:20,4.753620750000001
20231021_500101001_20:40,3.5577473000000004
20231021_500101001_21:00,2.6349094500000003
20231021_500101001_21:20,2.2369633
20231021_500101001_21:40,0.9686472499999998
20231021_500101001_22:00,0.9100981000000001
20231021_500101001_22:20,1.26261405
20231021_500101001_22:40,1.4665482499999996
20231021_500101001_23:00,2.6093578
20231021_500101001_23:20,3.45410355
20231021_500101001_23:40,5.965086300000001
20231021_500101002_00:00,5.247090399999999
20231021_500101002_00:20,5.3888225499999995
20231021_500101002_00:40,5.6908236
20231021_500101002_01:00,5.358887000000001
20231021_500101002_01:20,5.550449349999999
20231021_500101002_01:40,5.466357
20231021_500101002_02:00,5.373257399999999
20231021_500101002_02:20,5.1363088
20231021_500101002_02:40,5.0158384499999995
20231021_500101002_03:00,5.4970085
20231021_500101002_03:20,5.426919899999999
20231021_500101002_03:40,5.975758999999999
20231021_500101002_04:00,6.22294535
20231021_500101002_04:20,5.928592400000001
20231021_500101002_04:40,5.838967149999999
20231021_500101002_05:00,5.7566149
20231021_500101002_05:20,6.256406150000001
20231021_500101002_05:40,6.799516450000001
20231021_500101002_06:00,7.268091899999999
20231021_500101002_06:20,7.940509150000002
20231021_500101002_06:40,8.522236549999999
20231021_500101002_07:00,9.254615600000001
20231021_500101002_07:20,8.413063549999999
20231021_500101002_07:40,6.583707850000001
20231021_500101002_08:00,4.95705655
20231021_500101002_08:20,4.3314856
20231021_500101002_08:40,4.08121675
20231021_500101002_09:00,3.3952440000000004
20231021_500101002_09:20,2.2425622
20231021_500101002_09:40,2.1928373
20231021_500101002_10:00,2.4456950500000003
20231021_500101002_10:20,2.44868575
20231021_500101002_10:40,2.6411264499999993
20231021_500101002_11:00,2.4480192
20231021_500101002_11:20,2.57360665
20231021_500101002_11:40,3.00069885
20231021_500101002_12:00,3.5912381000000004
20231021_500101002_12:20,3.5740232499999998
20231021_500101002_12:40,3.4073668000000006
20231021_500101002_13:00,3.38207685
20231021_500101002_13:20,3.2041958999999998
20231021_500101002_13:40,3.2120343
20231021_500101002_14:00,2.86818875
20231021_500101002_14:20,2.066244
20231021_500101002_14:40,2.3573669000000006
20231021_500101002_15:00,2.16781195
20231021_500101002_15:20,2.23465025
20231021_500101002_15:40,1.8671187499999995
20231021_500101002_16:00,1.7882938499999999
20231021_500101002_16:20,2.7102594
20231021_500101002_16:40,2.75500565
20231021_500101002_17:00,3.629258200000001
20231021_500101002_17:20,4.586671700000001
20231021_500101002_17:40,5.697083450000002
20231021_500101002_18:00,6.226861649999999
20231021_500101002_18:20,5.124180300000001
20231021_500101002_18:40,3.4720047000000003
20231021_500101002_19:00,2.5068546999999994
20231021_500101002_19:20,2.1349462999999997
20231021_500101002_19:40,2.3286458999999997
20231021_500101002_20:00,2.681846449999999
