ID, month, day, weekday, accumulated minutes, temperature, rainfall, relative humidity, Sun, Mon, Tue, Wed, Thu, Fri, Sat,,,s,i,n,,a,n,d,,c,o,s,,p,o,w,e,r,,, rain is 0, <15, <25, >25, capacity, bike amount
1696176060,10,2,0,1,1,025.5,0.0,080,1,0,0,0,0,0,0,0.8414709848078965,0.5403023058681398,0.479425538604203,0.8775825618903728,0.24740395925452294,0.9689124217106447,0.12467473338522769,0.992197667229329,0.0624593178423802,0.9980475107000991,0.03124491398532608,0.9995117584851364,0.015624364224883372,0.9998779321710066,0.0078124205273828315,0.9999694825770951,0.0039062400659001166,0.99999237061517,0.001953123758236804,0.9999980926519735,1,0,0,0,11,5
1696176120,10,2,0,2,2,025.6,0.0,081,1,0,0,0,0,0,0,0.9092974268256817,-0.4161468365471424,0.8414709848078965,0.5403023058681398,0.479425538604203,0.8775825618903728,0.24740395925452294,0.9689124217106447,0.12467473338522769,0.992197667229329,0.0624593178423802,0.9980475107000991,0.03124491398532608,0.9995117584851364,0.015624364224883372,0.9998779321710066,0.0078124205273828315,0.9999694825770951,0.0039062400659001166,0.99999237061517,1,0,0,0,11,6
1696176180,10,2,0,3,3,025.5,0.0,082,1,0,0,0,0,0,0,0.1411200080598672,-0.9899924966004454,0.9974949866040544,0.0707372016677029,0.6816387600233341,0.7316888688738209,0.36627252908604757,0.9305076219123143,0.18640329676226988,0.9824733131012553,0.09361273123551289,0.9956086864580017,0.04685783574813424,0.9989015683384429,0.02343535429172257,0.9997253543694995,0.011718481780940232,0.9999313362350186,0.005859341472444868,0.9999828339114173,1,0,0,0,11,6
1696176240,10,2,0,4,4,025.4,0.0,082,1,0,0,0,0,0,0,-0.7568024953079283,-0.6536436208636119,0.9092974268256817,-0.4161468365471424,0.8414709848078965,0.5403023058681398,0.479425538604203,0.8775825618903728,0.24740395925452294,0.9689124217106447,0.12467473338522769,0.992197667229329,0.0624593178423802,0.9980475107000991,0.03124491398532608,0.9995117584851364,0.015624364224883372,0.9998779321710066,0.0078124205273828315,0.9999694825770951,1,0,0,0,11,6
1696176300,10,2,0,5,5,025.4,0.0,082,1,0,0,0,0,0,0,-0.9589242746631385,0.28366218546322625,0.5984721441039564,-0.8011436155469337,0.9489846193555862,0.3153223623952687,0.5850972729404622,0.8109631195052179,0.30743851458038085,0.9515679480481722,0.15561499277355603,0.9878177838164719,0.07804555138996731,0.9969497940760287,0.03905256665042215,0.999237157554709,0.01953000826025172,0.9998092711999397,0.009765469780311044,0.9999523166631346,1,0,0,0,11,6
1696176360,10,2,0,6,6,025.4,0.0,081,1,0,0,0,0,0,0,-0.27941549819892586,0.960170286650366,0.1411200080598672,-0.9899924966004454,0.9974949866040544,0.0707372016677029,0.6816387600233341,0.7316888688738209,0.36627252908604757,0.9305076219123143,0.18640329676226988,0.9824733131012553,0.09361273123551289,0.9956086864580017,0.04685783574813424,0.9989015683384429,0.02343535429172257,0.9997253543694995,0.011718481780940232,0.9999313362350186,1,0,0,0,11,6
1696176420,10,2,0,7,7,025.4,0.0,082,1,0,0,0,0,0,0,0.6569865987187891,0.7539022543433046,-0.35078322768961984,-0.9364566872907963,0.9839859468739369,-0.17824605564949209,0.7675435022360271,0.6409968581633251,0.42367625720393803,0.9058136834259364,0.21700958109501015,0.9761694738686353,0.10915705687532236,0.9940245152582091,0.05466024488506646,0.9985050113189741,0.027340342728520383,0.9996261829601539,0.013671449079123222,0.999906541372781,1,0,0,0,11,6
1696176480,10,2,0,8,8,025.4,0.0,080,1,0,0,0,0,0,0,0.9893582466233818,-0.14550003380861354,-0.7568024953079283,-0.6536436208636119,0.9092974268256817,-0.4161468365471424,0.8414709848078965,0.5403023058681398,0.479425538604203,0.8775825618903728,0.24740395925452294,0.9689124217106447,0.12467473338522769,0.992197667229329,0.0624593178423802,0.9980475107000991,0.03124491398532608,0.9995117584851364,0.015624364224883372,0.9998779321710066,1,0,0,0,11,6
1696176540,10,2,0,9,9,025.5,0.0,080,1,0,0,0,0,0,0,0.4121184852417566,-0.9111302618846769,-0.977530117665097,-0.2107957994307797,0.7780731968879212,-0.6281736227227391,0.9022675940990952,0.4311765167986662,0.5333026735360201,0.8459244992310679,0.2775567516463363,0.9607092430155619,0.1401619723470637,0.9901285883701071,0.07025457860486005,0.9975290944052978,0.03514900848318622,0.9993820826904237,0.017577219768442984,0.999845508738831,1,0,0,0,11,6
1696176600,10,2,0,10,10,025.6,0.0,081,1,0,0,0,0,0,0,-0.5440211108893698,-0.8390715290764524,-0.9589242746631385,0.28366218546322625,0.5984721441039564,-0.8011436155469337,0.9489846193555862,0.3153223623952687,0.5850972729404622,0.8109631195052179,0.30743851458038085,0.9515679480481722,0.15561499277355603,0.9878177838164719,0.07804555138996731,0.9969497940760287,0.03905256665042215,0.999237157554709,0.01953000826025172,0.9998092711999397,1,0,0,0,11,6
